file_name,ChartID,Source,Source_document_URL,Sourced_Website_URL,Filename,Chart_type,Num_charts
rbi_168.png,168,RBI,6OperationsandPerformanceofCommercialBanksHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/operations-and-performance-of-commercial-banks-1?journalArticle=123042556,rbi_168,single,1
rbi_169.png,169,RBI,6OperationsandPerformanceofCommercialBanksHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/operations-and-performance-of-commercial-banks-1?journalArticle=123042556,rbi_169,single,1
rbi_170.png,170,RBI,6OperationsandPerformanceofCommercialBanksHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/operations-and-performance-of-commercial-banks-1?journalArticle=123042556,rbi_170,single,1
rbi_175.png,175,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_175,single,1
rbi_176.png,176,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_176,single,1
rbi_178.png,178,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_178,single,1
rbi_179.png,179,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_179,single,1
rbi_180.png,180,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_180,multi,2
rbi_188.png,188,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_188,single,1
rbi_190.png,190,RBI,7DevelopmentsinCooperativeBankingHINDI.pdf,https://website.rbi.org.in/web/rbi/-/publications/developments-in-co-operative-banking-1?journalArticle=123042556,rbi_190,multi,2
rbi_191.png,191,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_191,multi,2
rbi_192.png,192,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_192,single,1
rbi_193.png,193,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_193,multi,2
rbi_194.png,194,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_194,multi,2
rbi_197.png,197,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_197,single,1
rbi_198.png,198,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_198,single,1
rbi_200.png,200,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_200,single,1
rbi_201.png,201,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_201,single,1
rbi_202.png,202,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_202,single,1
rbi_203.png,203,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_203,single,1
rbi_204.png,204,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_204,single,1
rbi_205.png,205,RBI,8NonBankingFinancialInstitutionsHindi.pdf,https://website.rbi.org.in/web/rbi/-/publications/non-banking-financial-institutions-1?journalArticle=123042556,rbi_205,single,1
rbi_216.png,216,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_216,single,1
rbi_217.png,217,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_217,single,1
rbi_218.png,218,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_218,single,1
rbi_219.png,219,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_219,single,1
rbi_221.png,221,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_221,single,1
rbi_271.png,271,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_271,multi,2
rbi_272.png,272,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_272,multi,2
rbi_273.png,273,RBI,MPROCTOBER2025HINDI.pdf,https://website.rbi.org.in/hi/web/rbi/publications/articles?category=24927873,rbi_273,multi,2
rbi_296.png,296,RBI,0RBIAR2023f849e20fe0fc4ce791b817fcf567ac53.pdf,https://website.rbi.org.in/hi/web/rbi/publications/reports/annual_report/annual_report_chapterwise?&publishDateFrom=2023-01-01&publishDateTo=2023-12-31,rbi_296,single,1
rbi_297.png,297,RBI,0RBIAR2023f849e20fe0fc4ce791b817fcf567ac53.pdf,https://website.rbi.org.in/hi/web/rbi/publications/reports/annual_report/annual_report_chapterwise?&publishDateFrom=2023-01-01&publishDateTo=2023-12-31,rbi_297,single,1
rbi_301.png,301,RBI,0RBIAR2023f849e20fe0fc4ce791b817fcf567ac53.pdf,https://website.rbi.org.in/hi/web/rbi/publications/reports/annual_report/annual_report_chapterwise?&publishDateFrom=2023-01-01&publishDateTo=2023-12-31,rbi_301,single,1
rbi_302.png,302,RBI,0RBIAR2023f849e20fe0fc4ce791b817fcf567ac53.pdf,https://website.rbi.org.in/hi/web/rbi/publications/reports/annual_report/annual_report_chapterwise?&publishDateFrom=2023-01-01&publishDateTo=2023-12-31,rbi_302,single,1
rbi_303.png,303,RBI,0RBIAR2023f849e20fe0fc4ce791b817fcf567ac53.pdf,https://website.rbi.org.in/hi/web/rbi/publications/reports/annual_report/annual_report_chapterwise?&publishDateFrom=2023-01-01&publishDateTo=2023-12-31,rbi_303,single,1
